"StrongsID","Definition","Exegesis","Language","Pronunciation","Transliteration","Unicode"
"H3381","<item>1) to go down,  descend,  decline,  march down,  sink down</item><item>1a) (Qal)</item><item>1a1) to go or come down</item><item>1a2) to sink</item><item>1a3) to be prostrated</item><item>1a4) to come down (of revelation)</item><item>1b) (Hiphil)</item><item>1b1) to bring down</item><item>1b2) to send down</item><item>1b3) to take down</item><item>1b4) to lay prostrate</item><item>1b5) to let down</item><item>1c) (Hophal)</item><item>1c1) to be brought down</item><item>1c2) to be taken down</item>       ","a primitive root;","heb","yaw-rad'","""y�rad"" ","""?????"" "
"H3382","<item>Jered or Jared = ""descent""</item><item>1) son of Mahalaleel and father of Enoch in the 4th generation from Seth</item><item>2) a descendant of Judah and father of Gedor</item>       ","from <w lemma=""?????"" POS=""yaw-rad'"" src=""3381"" xlit=""y�rad""/>; a descent;","x-pn","yeh'-red","""Yered"" ","""?????"" "
"H3383","<item>Jordan = ""descender""</item><item>1) the river of Palestine running from the roots of Anti-Lebanon to the Dead Sea a distance of approx 200 miles (320 km)</item>       ","from <w lemma=""?????"" POS=""yaw-rad'"" src=""3381"" xlit=""y�rad""/>; a descender;","x-pn","yar-dane'","""Yard�n"" ","""????????"" "
"H3384","<item>1) to throw,  shoot,  cast,  pour</item><item>1a) (Qal)</item><item>1a1) to throw,  cast</item><item>1a2) to cast,  lay,  set</item><item>1a3) to shoot arrows</item><item>1a4) to throw water,  rain</item><item>1b) (Niphal) to be shot</item><item>1c) (Hiphil)</item><item>1c1) to throw,  cast</item><item>1c2) to shoot</item><item>1c3) to point out,  show</item><item>1c4) to direct,  teach,  instruct</item><item>1c5) to throw water,  rain</item>       ","or (2 Chronicles 26:15) <w lemma=""?????"" POS=""yaw-raw'"" xlit=""y�r�'""/>; a primitive root;","heb","yaw-raw'","""y�r�h"" ","""?????"" "
"H3385","<item>Jeruel = ""taught by God""</item><item>1) a place in the wilderness of southern Judah</item>       ","from <w lemma=""?????"" POS=""yaw-raw'"" src=""3384"" xlit=""y�r�h""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; founded of God;","x-pn","yer-oo-ale'","""Y?r�w'�l"" ","""????????"" "
"H3386","<item>Jaroah = ""new moon""</item><item>1) a chief man of the tribe of Gad</item>       ","perhaps denominative from <w lemma=""??????"" POS=""yaw-ray'-akh"" src=""3394"" xlit=""y�r�ach""/>; (born at the) new moon;","x-pn","yaw-ro'-akh","""Y�r�wach"" ","""???????"" "
"H3387","<item>1) greens,  green plants,  green thing</item>       ","from <w lemma=""?????"" POS=""yaw-rak'"" src=""3417"" xlit=""y�r�q""/>;","heb","yaw-roke'","""y�r�wq"" ","""??????"" "
"H3388","<item>Jerushah or Jerusha = ""dispossessor""</item><item>1) the wife of king Uzziah and mother of king Jotham of Judah</item>       ","or <w lemma=""?????????"" POS=""yeroo-shaw'"" xlit=""Y?r�wsh�h""/> feminine passive participle of <w lemma=""??????"" POS=""yaw-rash'"" src=""3423"" xlit=""y�rash""/>; possessed;","x-pn","yer-oo-shaw'","""Y?r�wsh�'"" ","""?????????"" "
"H3389","<item>Jerusalem = ""teaching of peace""</item><item>1) the chief city of Palestine and capital of the united kingdom and the nation of Judah after the split</item>       ","rarely <w lemma=""?????????????"" POS=""yer-oo-shaw-lah'-yim"" xlit=""Y?r�wsh�layim""/>; a dual (in allusion to its two main hills (the true pointing, at least of the former reading, seems to be that of <w lemma=""???????????"" POS=""yer-oo-shaw-lame'"" src=""3390"" ","x-pn","yer-oo-shaw-lah'-im","""Y?r�wsh�laim"" ","""?????????????"" "
"H339","<item>1) coast,  island,  shore,  region</item>       ","from <w lemma=""?????"" POS=""aw-vaw'"" src=""183"" xlit=""'�v�h""/>;","heb","ee","""'�y"" ","""???"" "
"H3390","<item>Jerusalem = ""teaching of peace""</item><item>1) the chief city of Palestine and capital of the united kingdom and the nation of Judah after the split</item>       ","(Aramaic) corresponding to <w lemma=""?????????????"" POS=""yer-oo-shaw-lah'-im"" src=""3389"" xlit=""Y?r�wsh�laim""/>","arc","yer-oo-shaw-lame'","""Y?r�wsh�l�m"" ","""???????????"" "
"H3391","<item>1) month (lunar cycle),  moon</item><item>1a) month</item><item>1b) calendar month</item>       ","from a unused root of uncertain signification;","heb","yeh'-rakh","""yerach"" ","""?????"" "
"H3392","<item>Jerah = ""new moon""</item><item>1) a 4th son of Joktan and a progenitor of an Arabian tribe</item>       ","the same as <w lemma=""?????"" POS=""yeh'-rakh"" src=""3391"" xlit=""yerach""/>;","x-pn","yeh'-rakh","""Yerach"" ","""?????"" "
"H3393","<item>1) month</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""yeh'-rakh"" src=""3391"" xlit=""yerach""/>;","arc","yeh-rakh'","""y?rach"" ","""?????"" "
"H3394","<item>1) moon</item>       ","from the same as <w lemma=""?????"" POS=""yeh'-rakh"" src=""3391"" xlit=""yerach""/>;","heb","yaw-ray'-akh","""y�r�ach"" ","""??????"" "
"H3395","<item>Jeroham = ""showing pity""</item><item>1) father of Elkanah and grandfather of Samuel of the house of Kohath</item><item>2) a Benjamite and the founder of a family of Benjamites</item><item>3) father or progenitor of Ibneiah and a Benjamite; maybe same as 2</item><item>4) a descendant of Aaron and a priest of the family of Immer; son of Pashur and father of Adaiah</item><item>5) another priest; maybe same as 4</item><item>6) a resident of Gedor and father of one of David's mighty warriors</item><item>7) a Danite whose son or descendant Azareel was head of the tribe in the time of David</item><item>8) father of Azariah one of the captains with Jehoiada in the time of Athaliah</item>       ","from <w lemma=""?????"" POS=""raw-kham'"" src=""7355"" xlit=""r�cham""/>; compassionate;","x-pn","yer-o-khawm'","""Y?r�ch�m"" ","""???????"" "
"H3396","<item>Jerahmeel = ""may God have pity""</item><item>1) the 1st son of Hezron,  grandson of Pharez,  and great grandson of Judah and the founder of the family of Jerahmeelites</item><item>2) officer sent by king Jehoiakim of Judah to arrest Baruch</item><item>3) a Merarite Levite the representative of the family of Kish,  the son of Mahli</item>       ","from <w lemma=""?????"" POS=""raw-kham'"" src=""7355"" xlit=""r�cham""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; God will compassionate;","x-pn","yer-akh-meh-ale'","""Y?rachm?'�l"" ","""???????????"" "
"H3397","<item>Jerahmeelites = see Jerahmeel ""may God have pity""</item><item>1) the descendants of Jerahmeel,  the great grandson of Judah</item>       ","patronymically from <w lemma=""???????????"" POS=""yer-akh-meh-ale'"" src=""3396"" xlit=""Y?rachm?'�l""/>;","x-pn","yer-akh-meh-ay-lee'","""Y?rachm?'�l�y"" ","""?????????????"" "
"H3398","<item>Jarha = ""the month of sweeping away""</item><item>1) the Egyptian slave of Sheshan,  about the time of Eli,  to whom his master gave his daughter or heir as wife</item>       ","probably of Egyptian origin;","x-pn","yar-khaw'","""Yarch�?"" ","""???????"" "
"H3399","<item>1) to precipitate,  be precipitate,  push headlong,  drive recklessly</item><item>1a) (Qal) to precipitate,  wring out,  be precipitate</item>       ","a primitive root;","heb","yaw-rat'","""y�ra?"" ","""?????"" "
"H34","<item>1) in want,  needy,  chiefly poor,  needy person</item><item>2) subject to oppression and abuse</item><item>3) needing help,  deliverance from trouble,  especially as delivered by God</item><item>4) general reference to lowest class</item>       ","from <w lemma=""?????"" POS=""aw-baw'"" src=""14"" xlit=""'�b�h""/>, in the sense of want (especially in feeling);","heb","eb-yone'","""'eby�wn"" ","""????????"" "
"H340","<item>1) to be hostile to,  to be an enemy to</item><item>1a) (Qal)</item><item>1a1) to be hostile to</item><item>1a2) to treat as an enemy</item>       ","a primitive root;","heb","aw-yab'","""'�yab"" ","""?????"" "
"H3400","<item>Jeriel = ""taught by God""</item><item>1) one of the 6 heads of the house of Tola of the tribe of Issachar</item>       ","from <w lemma=""?????"" POS=""yaw-raw'"" src=""3384"" xlit=""y�r�h""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; thrown of God;","x-pn","yer-ee-ale'","""Y?r�y'�l"" ","""????????"" "
"H3401","<item>1) contender,  opponent,  adversary</item>       ","from <w lemma=""????"" POS=""reeb"" src=""7378"" xlit=""r�yb""/>;","heb","yaw-rebe'","""y�r�yb"" ","""??????"" "
"H3402","<item>Jarib = ""he contends""</item><item>1) a son of Simeon</item><item>2) one of the chief men of Israel who returned from exile with Ezra</item><item>3) son of Jozadak and a priest of the house of Jeshua who married a foreign wife and was compelled by Ezra to put her away</item>       ","the same as <w lemma=""??????"" POS=""yaw-rebe'"" src=""3401"" xlit=""y�r�yb""/>;","x-pn","yaw-rebe'","""Y�r�yb"" ","""??????"" "
"H3403","<item>Jeribai = ""my contentions""</item><item>1) a descendant of Elnaam and one of David's mighty warriors</item>       ","from <w lemma=""??????"" POS=""yaw-rebe'"" src=""3401"" xlit=""y�r�yb""/>; contentious;","x-pn","yer-eeb-ah'ee","""Y?r�ybay"" ","""????????"" "
"H3404","<item>Jerijah or Jeriah = "" taught by Jehovah""</item><item>1) a Kohathite Levite and chief of the house of Hebron when David organised the service</item>       ","or <w lemma=""??????????"" POS=""yer-ee-yaw'-hoo"" xlit=""Y?r�y�h�w""/>; from <w lemma=""?????"" POS=""yaw-raw'"" src=""3384"" xlit=""y�r�h""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; Jah will throw;","x-pn","yer-ee-yaw'","""Y?r�y�h"" ","""????????"" "
"H3405","<item>Jericho = ""its moon""</item><item>1) a city 5 miles (8 km) west of the Jordan and 7 miles (11.5 km) north of the Dead Sea and the first city conquered by the Israelites upon entering the promised land of Canaan</item>       ","or <w lemma=""???????"" POS=""yer-ay-kho'"" xlit=""Y?r�ch�w""/>; or variation (1 Kings 16:34) <w lemma=""????????"" POS=""yer-ee-kho'"" xlit=""Y?r�ych�h""/>; perhaps from <w lemma=""??????"" POS=""yaw-ray'-akh"" src=""3394"" xlit=""y�r�ach""/>; its month; or else from <w lem","x-pn","yer-ee-kho'","""Y?r�ych�w"" ","""????????"" "
"H3406","<item>Jerimoth or Jeremoth = ""He is Most High""</item><item>1) a Benjamite,  son of Bela and head of a house of Benjamite</item><item>2) a Benjamite,  son of Becher and head of a house of Benjamite</item><item>3) a Benjamite,  son of Beriah and grandson of Elpaal</item><item>4) a Merarite Levite,  son of Mushi</item><item>5) one of the men that joined David in the wilderness</item><item>6) a Levite,  son of Heman and head of the 15th course of musicians</item><item>7) a Levite in the reign of Hezekiah</item><item>8) a son of Azriel,  ruler of the tribe of Naphtali in the reign of David</item><item>9) a son of king David and the father of the wife of Rehoboam</item><item>10) a son of Elam,  a man with a foreign wife in the time of Ezra</item><item>11) a son of Zattu,  a man with a foreign wife in the time of Ezra</item>       ","or <w lemma=""?????????"" POS=""yer-ay-mohth'"" xlit=""Y?r�ym�wth""/>; or <w lemma=""????????"" POS=""yer-ay-mohth'"" xlit=""Y?r�m�wth""/>; feminine plural from <w lemma=""????"" POS=""room"" src=""7311"" xlit=""r�wm""/>; elevations;","x-pn","yer-ee-mohth'","""Y?r�ym�wth"" ","""?????????"" "
"H3407","<item>1) curtain,  drape</item>       ","from <w lemma=""?????"" POS=""yaw-rah'"" src=""3415"" xlit=""y�ra?""/>;","heb","yer-ee-aw'","""y?r�y?�h"" ","""????????"" "
"H3408","<item>Jerioth = ""curtains""</item><item>1) the wife or concubine of Caleb,  the son of Hezron of the descendants of Judah</item>       ","plural of <w lemma=""????????"" POS=""yer-ee-aw'"" src=""3407"" xlit=""y?r�y?�h""/>; curtains;","x-pn","yer-ee-ohth'","""Y?r�y?�wth"" ","""?????????"" "
"H3409","<item>1) thigh,  side,  loin,  base</item><item>1a) thigh</item><item>1a1) outside of thigh (where sword was worn)</item><item>1a2) loins (as the seat of procreative power)</item><item>1b) side (flank) (of object)</item><item>1c) base</item>       ","from an unused root meaning to be soft;","heb","yaw-rake'","""y�r�k"" ","""??????"" "
"H341","<item>1) (Qal) enemy</item><item>1a) personal</item><item>1b) national</item>       ","or (fully) <w lemma=""??????"" POS=""o-yabe'"" xlit=""'�wy�b""/>; active participle of <w lemma=""?????"" POS=""aw-yab'"" src=""340"" xlit=""'�yab""/>;","heb","o-yabe'","""'�y�b"" ","""?????"" "
"H3410","<item>1) thigh,  loin,  flank,  side,  recess</item>       ","(Aramaic) corresponding to <w lemma=""???????"" POS=""yer-ay-kaw'"" src=""3411"" xlit=""y?r�k�h""/>;","arc","yar-kaw'","""yark�'"" ","""???????"" "
"H3411","<item>1) flank,  side,  extreme parts,  recesses</item><item>1a) side</item><item>1b) sides,  recesses (dual)</item>       ","feminine of <w lemma=""??????"" POS=""yaw-rake'"" src=""3409"" xlit=""y�r�k""/>;","heb","yer-ay-kaw'","""y?r�k�h"" ","""???????"" "
"H3412","<item>Jarmuth = ""heights""</item><item>1) a Canaanitish city in the lowlands of Judah with a king and located between Hebron and Lachish</item><item>2) a Levitical city of Issachar allocated to the Gershonite Levites</item>       ","from <w lemma=""????"" POS=""room"" src=""7311"" xlit=""r�wm""/>; elevation;","x-pn","yar-mooth'","""Yarm�wth"" ","""????????"" "
"H3413","<item>Jeremai = ""my exaltations""</item><item>1) a descendant of Hashum who took a foreign wife in the time of Ezra and was compelled to put her away</item>       ","from <w lemma=""????"" POS=""room"" src=""7311"" xlit=""r�wm""/>; elevated;","x-pn","yer-ay-mah'-ee","""Y?r�may"" ","""???????"" "
"H3414","<item>Jeremiah = ""whom Jehovah has appointed""</item><item>1) the major prophet,  son of Hilkiah of the priestly family in Anathoth; author of the prophetic book bearing his name</item><item>2) a man of Libnah and father of Hamutal the wife of king Josiah</item><item>3) a Gadite who joined David at Ziklag</item><item>4) a Manassehite,  one of the mighty men of valour of the Transjordanic half tribe of Manasseh</item><item>5) a Gadite and warrior of David</item><item>6) a warrior of David</item><item>7) a priest who joined Nehemiah in the covenant ceremony</item><item>8) a priest also in the time of Nehemiah; maybe same as 7</item><item>9) father of Jaazaniah the Rechabites</item>       ","or <w lemma=""???????????"" POS=""yirmeh-yaw'-hoo"" xlit=""Yirm?y�h�w""/>; from <w lemma=""????"" POS=""room"" src=""7311"" xlit=""r�wm""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; Jah will rise;","x-pn","yir-meh-yaw'","""Yirm?y�h"" ","""?????????"" "
"H3415","<item>1) (Qal) to tremble,  quiver</item>       ","a primitive root;","heb","yaw-rah'","""y�ra?"" ","""?????"" "
"H3416","<item>Irpeel = ""God will heal""</item><item>1) a city in Benjamin; site unknown</item>       ","from <w lemma=""?????"" POS=""raw-faw'"" src=""7495"" xlit=""r�ph�'""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; God will heal;","x-pn","yir-peh-ale'","""Yirp?'�l"" ","""??????????"" "
"H3417","<item>1) (Qal) to spit</item>       ","a primitive root;","heb","yaw-rak'","""y�r�q"" ","""?????"" "
"H3418","<item>1) green,  greenness,  green plants,  greenery</item>       ","from <w lemma=""?????"" POS=""yaw-rak'"" src=""3417"" xlit=""y�r�q""/> (in the sense of vacuity of color);","heb","yeh'-rek","""yereq"" ","""?????"" "
"H3419","<item>1) herbs,  herbage,  vegetables,  garden greens</item>       ","from the same as <w lemma=""?????"" POS=""yeh'-rek"" src=""3418"" xlit=""yereq""/>;","heb","yaw-rawk'","""y�r�q"" ","""?????"" "
"H342","<item>1) enmity,  hatred</item>       ","from <w lemma=""?????"" POS=""aw-yab'"" src=""340"" xlit=""'�yab""/>;","heb","ay-baw'","""'�yb�h"" ","""??????"" "
"H3420","<item>1) mildew,  paleness,  lividness</item><item>1a) mildew,  rust</item><item>1b) paleness</item>       ","from <w lemma=""?????"" POS=""yeh'-rek"" src=""3418"" xlit=""yereq""/>;","heb","yay-raw-kone'","""y�r�q�wn"" ","""????????"" "
"H3421","<item>Jorkoam = ""the people empty""</item><item>1) a Calebite descendant of Judah</item>       ","from <w lemma=""????"" POS=""rook"" src=""7324"" xlit=""r�wq""/> and <w lemma=""???"" POS=""am"" src=""5971"" xlit=""?am""/>; people will be poured forth;","x-pn","yor-keh-awm'","""Yorq??�m"" ","""?????????"" "
"H3422","<item>1) greenish,  pale green,  greenish-yellow</item>       ","from the same as <w lemma=""?????"" POS=""yeh'-rek"" src=""3418"" xlit=""yereq""/>;","heb","yer-ak-rak'","""y?raqraq"" ","""?????????"" "
"H3423","<item>1) to seize,  dispossess,  take possession off,  inherit,  disinherit, occupy,  impoverish,  be an heir</item><item>1a) (Qal)</item><item>1a1) to take possession of</item><item>1a2) to inherit</item><item>1a3) to impoverish,  come to poverty,  be poor</item><item>1b) (Niphal) to be dispossessed,  be impoverished,  come to poverty</item><item>1c) (Piel) to devour</item><item>1d) (Hiphil)</item><item>1d1) to cause to possess or inherit</item><item>1d2) to cause others to possess or inherit</item><item>1d3) to impoverish</item><item>1d4) to dispossess</item><item>1d5) to destroy,  bring to ruin,  disinherit</item>       ","or <w lemma=""??????"" POS=""yaw-raysh'"" xlit=""y�r�sh""/>; a primitive root;","heb","yaw-rash'","""y�rash"" ","""??????"" "
